UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
29176,48c7acd1,M,298.2,308.9,1614,35.5,15,0,No Failure
29177,8be9685c,L,301.5,310.5,1380,48.7,160,0,No Failure
29178,17d57ad2,L,299.0,308.7,1537,42.8,202,0,No Failure
29179,d5efdf04,M,297.2,308.3,1431,43.7,46,0,No Failure
29180,d11ff64a,L,296.9,307.9,1626,29.9,177,0,No Failure
29181,378ece2a,H,299.1,310.6,1332,48.0,148,0,No Failure
29182,55fd8ffa,M,298.8,308.4,1604,29.5,14,0,No Failure
29183,b9674fd2,L,300.6,311.7,1428,52.6,208,0,No Failure
29184,1ca68cbd,L,299.6,309.0,1413,48.5,153,0,No Failure
29185,78f0c3bd,L,298.2,308.0,1658,30.0,3,0,No Failure
29186,0cfc4fe5,L,299.9,309.2,1491,44.3,214,0,No Failure
29187,03eca462,L,297.4,307.9,1390,47.7,156,0,No Failure
29188,ce2f6125,L,302.2,311.3,1389,46.9,106,0,No Failure
29189,76093f78,L,303.8,313.0,1452,38.6,72,0,No Failure
29190,a8dc60b3,L,298.4,309.3,1504,39.3,192,0,No Failure
29191,8edf2b07,L,298.1,307.7,1388,40.3,109,0,No Failure
29192,cf3fbf0b,L,302.0,311.2,1420,45.8,192,0,No Failure
29193,ac5f9f37,M,303.5,313.0,1902,21.6,60,0,No Failure
29194,bcb7ff31,M,302.1,311.1,1605,37.6,171,0,No Failure
29195,dbf1e03b,M,301.0,310.9,1515,41.8,170,0,No Failure
29196,2b55d583,H,303.6,312.4,1436,45.6,9,0,No Failure
29197,4d4b025c,L,298.4,308.2,1850,27.0,194,0,No Failure
29198,8c668637,M,301.8,311.1,1413,42.2,9,0,No Failure
29199,aee0c384,L,303.7,312.6,1621,38.8,182,0,No Failure
29200,f24a056f,L,298.9,310.0,1776,25.7,51,0,No Failure
29201,ad440574,M,299.0,310.2,1598,33.4,44,0,No Failure
29202,015b0012,L,296.3,307.1,1662,32.9,190,0,No Failure
29203,43b946e8,H,300.2,311.6,1662,28.8,162,0,No Failure
29204,95f8ebf1,M,298.2,308.9,1408,38.8,20,0,No Failure
29205,d40b2fc3,M,297.3,308.7,1577,35.6,133,0,No Failure
29206,a90c0365,L,299.4,309.1,1766,24.6,158,0,No Failure
29207,c03aa26c,M,298.9,309.8,2450,13.9,89,0,No Failure
29208,89c504df,L,301.5,310.8,1367,49.0,193,0,No Failure
29209,6e04dfaf,M,300.1,309.2,1418,39.8,221,0,No Failure
29210,6f773bf2,L,300.7,310.1,1376,50.8,75,0,No Failure
29211,2939f68d,L,300.5,310.8,1445,46.6,155,0,No Failure
29212,2c35d034,L,298.9,308.2,1510,43.5,46,0,No Failure
29213,a5394fed,L,297.3,308.7,1506,39.3,187,0,No Failure
29214,13f4ff44,L,300.4,309.6,1553,43.9,75,0,No Failure
29215,9ab930d0,L,297.9,307.8,1505,37.3,100,0,No Failure
29216,e3cf3a74,L,299.5,310.7,1438,45.7,106,0,No Failure
29217,2e02b4e9,L,298.3,309.2,1456,45.5,75,0,No Failure
29218,a0937c32,L,300.6,312.0,1481,40.9,132,0,No Failure
29219,be92c06a,L,298.9,309.6,1583,39.8,202,0,No Failure
29220,a7aaa7dc,L,298.8,309.8,1363,44.0,25,0,No Failure
29221,28cd5020,M,300.3,310.2,1442,39.5,4,0,No Failure
29222,379299e9,L,298.6,309.4,1440,48.2,136,0,No Failure
29223,315453c2,L,300.5,310.0,1451,48.6,208,0,No Failure
29224,2c397e81,H,298.0,309.2,1520,37.9,89,0,No Failure
29225,2d9112c4,H,300.3,311.6,1801,23.6,97,0,No Failure
29226,ed216973,L,297.4,308.4,1571,39.4,0,0,No Failure
29227,5c612de6,H,297.3,308.3,1506,37.0,54,0,No Failure
29228,37c1f250,L,302.1,311.3,1521,31.5,202,0,No Failure
29229,0ef6a4fd,L,300.1,309.8,1430,56.7,44,0,No Failure
29230,6e7de120,M,302.9,312.4,1334,50.9,5,0,No Failure
29231,60aa5b62,M,297.7,309.7,1680,30.2,168,0,No Failure
29232,928a1af9,L,297.6,308.3,1478,42.3,193,0,No Failure
29233,440f0004,M,301.7,309.9,1533,40.9,106,0,No Failure
29234,b883fe57,L,297.7,308.2,1334,53.0,156,0,No Failure
29235,2b091fbc,L,298.1,308.7,1556,31.6,145,0,No Failure
29236,c77980d6,L,302.5,310.2,1586,32.2,64,0,No Failure
29237,a2abc43f,L,296.8,308.0,1510,39.4,29,0,No Failure
29238,cee5264d,M,303.4,312.9,1307,54.3,68,0,No Failure
29239,370ac98c,L,298.2,308.7,1780,27.9,35,0,No Failure
29240,822f25e5,L,297.5,308.9,1459,48.5,193,0,No Failure
29241,4ddaa36d,L,302.6,311.6,1638,29.6,160,0,No Failure
29242,b06e9c30,L,296.1,307.1,1651,35.7,167,0,No Failure
29243,10d9c92f,L,301.0,311.7,1547,34.5,152,0,No Failure
29244,f549052c,H,298.5,309.4,1671,31.8,108,0,No Failure
29245,f3763f1e,M,301.7,310.8,1524,41.3,147,0,No Failure
29246,2457194d,M,302.3,311.7,1685,30.8,130,0,No Failure
29247,57c2b4a7,L,303.4,311.9,1434,44.6,78,0,No Failure
29248,254ae177,M,300.2,309.7,1408,44.0,144,0,No Failure
29249,55561d68,L,298.3,310.0,1442,43.9,110,0,No Failure
29250,53f2e9b9,H,300.3,311.9,1390,49.0,194,0,No Failure
29251,380da3ea,M,295.5,305.9,1380,52.4,202,0,No Failure
29252,6ed92735,L,298.7,309.9,1371,51.3,201,0,No Failure
29253,3580fc1b,L,302.3,311.0,1428,47.9,174,0,No Failure
29254,228f2925,L,300.5,310.5,1452,42.9,29,0,No Failure
29255,a653c30f,H,300.8,312.1,1527,35.1,164,0,No Failure
29256,0f6b81fe,L,300.5,311.4,1400,45.1,29,0,No Failure
29257,300379e9,L,301.8,311.2,1822,26.2,204,0,No Failure
29258,7c69ba60,H,300.5,311.6,1506,36.2,10,0,No Failure
29259,3e74c583,M,298.6,309.9,1517,34.0,215,0,No Failure
29260,08cc7192,M,299.9,309.2,1683,30.5,13,0,No Failure
29261,972de1ff,L,301.5,310.5,1435,44.6,135,0,No Failure
29262,019abab0,L,302.3,311.5,1507,37.5,55,0,No Failure
29263,a9a76bd2,M,298.0,309.0,1393,55.9,79,0,No Failure
29264,0b3ee8a9,M,297.6,309.5,1709,32.2,65,0,No Failure
29265,d3349d22,M,298.7,309.9,1654,29.1,195,0,No Failure
29266,9532ec44,L,297.7,307.5,1379,43.3,111,0,No Failure
29267,63ac1bcf,L,300.9,310.4,1541,39.1,17,0,No Failure
29268,2604faff,L,302.8,310.8,1402,50.5,30,0,No Failure
29269,b466926d,L,297.3,308.7,1352,53.8,91,0,No Failure
29270,5d9e5ccb,M,300.6,309.4,1432,44.2,84,0,No Failure
29271,e45a9df7,M,297.6,308.4,1398,41.9,215,0,No Failure
29272,103a251c,L,299.1,310.1,1373,55.6,108,0,No Failure
29273,62c4f1ea,M,297.5,308.3,1459,45.2,34,0,No Failure
29274,25f6f2d5,L,297.4,308.6,1494,42.6,161,0,No Failure
29275,1f7b50d6,L,301.4,310.4,1559,36.0,196,0,No Failure
29276,998717b0,L,302.1,310.9,1658,30.3,186,0,No Failure
29277,ce6918f5,L,298.9,309.7,1407,41.9,207,0,No Failure
29278,140886ca,L,302.6,311.5,1885,27.5,147,0,No Failure
29279,cf0e77eb,L,298.6,310.0,1517,41.2,64,0,No Failure
29280,15198162,M,295.6,306.1,1418,46.2,24,0,No Failure
29281,effbb2e7,L,300.9,312.7,1416,43.8,112,0,No Failure
29282,301194b3,L,300.7,310.8,1597,30.5,38,0,No Failure
29283,ae93db16,H,297.6,308.4,1703,31.4,205,0,No Failure
29284,807bff55,L,302.7,312.1,1688,32.0,155,0,No Failure
29285,f7c39227,L,297.7,308.7,1479,45.7,93,0,No Failure
29286,ce59d168,H,298.8,309.8,1563,38.8,65,0,No Failure
29287,8e63f5c7,L,298.6,309.4,1316,51.4,52,0,No Failure
29288,c96b3a2c,M,303.9,313.2,1608,40.6,79,0,No Failure
29289,7d9cd5b0,M,301.0,311.0,1423,38.6,199,0,No Failure
29290,bc84b433,M,300.4,310.0,1560,42.3,186,0,No Failure
29291,9d1769e1,M,297.8,307.4,1488,36.1,57,0,No Failure
29292,34331898,L,300.3,309.9,1601,31.7,180,0,No Failure
29293,ceb79f61,L,298.4,309.2,2118,17.7,210,0,No Failure
29294,e04b47f1,M,298.9,310.1,1484,40.4,61,0,No Failure
29295,a95de689,M,303.7,312.9,1406,41.9,48,0,No Failure
29296,da0c23a4,L,300.3,311.4,1318,52.7,13,0,No Failure
29297,7f8371d5,L,300.6,311.1,1471,40.7,26,0,No Failure
29298,a18d16da,L,301.2,310.8,1233,64.6,45,0,No Failure
29299,6f410986,H,298.8,308.2,1450,44.7,14,0,No Failure
29300,dbae3a4b,L,300.3,309.8,1523,39.2,24,0,No Failure
29301,b3030ff9,L,303.7,313.1,1423,41.2,124,0,No Failure
29302,5ac5c90c,L,298.0,308.1,1819,23.4,78,0,No Failure
29303,eb6f221f,L,303.7,312.7,1335,51.1,161,0,No Failure
29304,c16d756e,M,300.7,310.6,1778,27.1,215,0,No Failure
29305,2150d8b2,L,301.5,311.1,1434,49.6,129,0,No Failure
29306,c9680e9b,L,303.9,312.8,1419,47.9,196,0,No Failure
29307,c0a2abda,L,298.1,308.7,1568,32.9,10,0,No Failure
29308,5759f08f,L,302.9,312.2,1605,33.9,86,0,No Failure
29309,2f144c13,L,300.8,310.7,1633,27.8,0,0,No Failure
29310,2f8732e3,M,301.7,310.5,1625,35.9,121,0,No Failure
29311,3332dbeb,L,303.0,312.3,1480,41.4,125,0,No Failure
29312,4b23eaf4,M,301.5,310.6,1403,47.4,34,0,No Failure
29313,d232a5a2,M,300.7,312.3,1430,47.2,131,0,No Failure
29314,957e0171,H,299.7,309.2,1468,49.6,132,0,No Failure
29315,265ae57f,M,298.3,310.1,1389,49.6,75,0,No Failure
29316,995b2238,M,303.4,311.8,1391,42.7,197,0,No Failure
29317,f9a3297e,L,298.2,307.8,1627,31.5,64,0,No Failure
29318,c24e9901,M,302.4,311.9,1422,46.4,194,0,No Failure
29319,b1ae7bd9,L,302.3,311.2,1386,53.5,59,0,No Failure
29320,09c6ca64,L,296.2,307.1,1413,53.4,203,0,No Failure
29321,fc6104fa,L,298.0,309.1,1473,44.3,124,0,No Failure
29322,8d6b0853,H,299.3,310.0,1373,44.8,221,0,No Failure
29323,746aad6a,M,300.5,309.3,1589,34.9,91,0,No Failure
29324,0fd7110e,L,302.1,311.5,1987,20.1,21,0,No Failure
29325,0655755d,L,299.0,309.1,1523,38.6,177,0,No Failure
29326,6405d583,M,299.3,308.4,1468,42.2,83,0,No Failure
29327,2ae3cefd,M,299.2,309.0,1881,23.9,137,0,No Failure
29328,5d716656,L,300.8,310.9,1453,43.9,84,0,No Failure
29329,75373b89,M,298.2,307.8,1583,36.6,185,0,No Failure
29330,17fd5a6d,L,297.5,309.2,1426,44.8,24,0,No Failure
29331,06fc44e9,L,301.0,311.0,1437,56.0,33,0,No Failure
29332,85955bd1,L,299.2,308.5,1488,40.3,148,0,No Failure
29333,2505d537,L,302.8,312.3,1473,42.6,232,0,No Failure
29334,8322d279,M,298.5,309.5,1483,44.8,92,0,No Failure
29335,884e48cb,H,298.0,308.0,1479,50.7,70,0,No Failure
29336,04b8529b,L,302.0,311.3,1509,39.9,25,0,No Failure
29337,5ad62c47,L,300.3,311.4,1318,52.7,13,0,No Failure
29338,90b5c297,L,302.7,312.2,1376,52.8,164,0,No Failure
29339,9f7c6f89,M,302.3,311.4,1500,40.2,30,0,No Failure
29340,bf31cdc8,M,297.4,308.4,1564,35.0,105,0,No Failure
29341,901d813f,L,301.1,310.1,1564,36.8,7,0,No Failure
29342,8240fe33,L,300.1,309.3,1616,32.0,199,0,No Failure
29343,6154179b,L,297.8,308.9,1506,33.5,26,0,No Failure
29344,b6a56407,L,300.6,310.2,1378,47.3,71,0,No Failure
29345,dd2119ba,L,298.1,308.3,1331,63.0,13,0,No Failure
29346,db38319d,L,297.2,308.6,1366,50.4,74,0,No Failure
29347,e98607fc,L,302.3,311.2,1386,50.3,110,0,No Failure
29348,055a94a6,L,298.9,309.9,1373,52.1,108,0,No Failure
29349,982f543d,L,301.1,311.7,1816,24.5,7,0,No Failure
29350,141b58e8,L,301.0,312.3,1488,42.6,107,0,No Failure
29351,907966cd,L,297.8,307.4,1355,45.8,60,0,No Failure
29352,8b9ae053,H,300.4,309.4,1487,38.9,185,0,No Failure
29353,8688ce6a,L,298.0,308.2,1442,44.1,204,0,No Failure
29354,a5870a51,H,303.3,312.6,1827,24.2,132,0,No Failure
29355,60e4a711,L,297.6,308.6,1529,45.3,15,0,No Failure
29356,c0aa32ab,L,301.8,310.0,2032,19.0,203,0,No Failure
29357,ec3898ce,L,301.7,310.7,1605,33.3,220,0,No Failure
29358,ad38cd36,L,300.2,311.4,1433,37.9,36,0,No Failure
29359,8776d839,L,301.6,310.6,1222,70.0,62,0,No Failure
29360,38a49944,M,297.6,309.0,1815,25.3,66,0,No Failure
29361,6f7847bc,M,299.9,311.4,1480,44.9,108,0,No Failure
29362,ab0b3237,H,296.6,307.4,1333,50.2,177,0,No Failure
29363,3ccf0a29,L,296.0,306.7,1917,21.0,127,0,No Failure
29364,6123912c,L,302.4,310.9,1469,39.6,86,0,No Failure
29365,6a2874ef,H,298.3,308.9,1706,31.8,8,0,No Failure
29366,96e37fe2,L,298.4,309.0,1474,52.7,95,0,No Failure
29367,44bc0078,M,299.1,310.0,1580,36.0,195,0,No Failure
29368,781a0351,M,297.3,308.8,1548,41.3,140,0,No Failure
29369,15dcef5a,M,297.0,307.8,1579,34.1,94,0,No Failure
29370,ae1326a8,M,303.0,312.3,1674,29.5,109,0,No Failure
29371,7c686ce0,H,297.2,308.4,2182,17.3,119,0,No Failure
29372,1c9bd57e,L,304.1,313.3,1415,50.0,184,0,No Failure
29373,fb527829,L,295.6,306.1,1474,41.2,156,0,No Failure
29374,4767a4ec,L,301.1,311.1,1570,41.6,202,0,No Failure
29375,3c86f9d4,L,302.9,311.0,1820,24.6,128,0,No Failure
29376,41908016,M,302.3,310.1,1563,37.8,31,0,No Failure
29377,5f224cfb,L,300.4,311.6,1674,33.0,172,0,No Failure
29378,04bc263a,M,302.3,311.2,1405,47.7,88,0,No Failure
29379,909b551f,M,300.8,310.7,1924,22.4,36,0,No Failure
29380,b9147552,M,301.9,310.9,1483,37.0,35,0,No Failure
29381,c6bceed7,L,304.1,313.1,1550,30.9,9,0,No Failure
29382,d872cceb,M,300.1,309.1,1731,30.4,92,0,No Failure
29383,b218d3b1,L,299.9,309.0,1553,40.0,88,0,No Failure
29384,c82edaf5,L,299.1,310.4,1519,45.3,92,0,No Failure
29385,9cdcab94,M,297.5,309.5,1448,43.7,46,0,No Failure
29386,5c419356,L,300.5,310.6,1950,20.3,208,0,No Failure
29387,5bdc687e,M,297.5,308.2,2448,13.8,29,0,No Failure
29388,c410cbbd,M,298.1,308.5,1382,54.5,17,0,No Failure
29389,be92385a,H,297.6,308.6,1480,39.8,19,0,No Failure
29390,81f573d3,L,298.7,310.1,1620,34.8,112,0,No Failure
29391,0ef2d459,L,298.1,309.5,1467,41.8,48,0,No Failure
29392,d3c95491,M,298.7,310.1,1693,31.9,51,0,No Failure
29393,c219d5ee,L,301.5,310.5,1534,39.3,119,0,No Failure
29394,7a28a0a4,L,301.2,310.4,1516,44.4,53,0,No Failure
29395,b88c2788,L,299.1,310.5,1496,35.2,60,0,No Failure
29396,a8fe5e45,L,301.9,310.6,1573,36.6,15,0,No Failure
29397,e45a5d93,L,302.2,311.2,1451,41.8,66,0,No Failure
29398,0652d9aa,L,297.9,307.6,1747,25.3,136,0,No Failure
29399,5340b0bb,L,302.7,310.7,1597,41.9,15,0,No Failure
29400,09f92196,L,302.3,311.0,1412,47.0,164,0,No Failure
29401,2ad12fdf,L,304.3,313.3,1775,24.9,39,0,No Failure
29402,bb94e396,L,304.0,313.2,1314,47.1,144,0,No Failure
29403,9073289a,L,302.3,311.1,1630,35.6,183,0,No Failure
29404,89eca06c,L,300.6,311.7,1528,43.9,185,0,No Failure
29405,ea820d42,L,301.0,311.6,1352,63.5,143,0,No Failure
29406,ad004b24,L,302.4,311.0,2211,15.4,203,0,No Failure
29407,aaaaad00,L,297.2,308.5,1550,41.5,125,0,No Failure
29408,a9536c86,L,302.1,311.5,1727,27.7,50,0,No Failure
29409,6e72d367,M,298.3,309.4,1509,34.2,141,0,No Failure
29410,cdae70a8,L,300.5,311.1,1547,37.2,7,0,No Failure
29411,8fdf610d,H,303.9,313.0,1517,36.0,142,0,No Failure
29412,6d4fede6,L,301.0,310.7,1464,45.8,184,0,No Failure
29413,9e45cf04,M,301.8,310.3,1465,46.5,60,0,No Failure
29414,42408b05,M,299.7,310.2,1440,42.8,30,0,No Failure
29415,18dcd02e,H,302.2,311.1,1628,30.6,105,0,No Failure
29416,8cccda37,M,300.6,310.7,1457,36.7,193,0,No Failure
29417,b33b5904,M,301.1,311.1,2089,19.8,162,0,No Failure
29418,2fe3cced,L,300.3,309.6,1468,44.7,179,0,No Failure
29419,17c2619a,M,300.2,310.1,1619,31.3,38,0,No Failure
29420,f924fe61,L,302.2,311.1,1418,47.0,61,0,No Failure
29421,8bf7151b,L,299.9,309.8,1477,47.7,112,0,No Failure
29422,e7bcab77,L,298.0,309.2,1458,39.8,87,0,No Failure
29423,684818b9,L,299.9,311.3,1429,58.2,103,0,No Failure
29424,55810642,L,301.1,310.0,1513,38.0,17,0,No Failure
29425,8e481f51,M,304.3,313.4,1482,43.8,41,0,No Failure
29426,ae032fae,L,301.8,310.3,1482,41.4,63,0,No Failure
29427,b1f67e20,M,300.8,310.8,1549,35.5,79,0,No Failure
29428,f928c7a8,M,300.0,309.5,1425,40.8,178,0,No Failure
29429,5f150c87,L,300.8,310.4,1368,46.8,21,0,No Failure
29430,36059bad,L,299.3,308.6,1474,49.6,191,0,No Failure
29431,b3ea51cc,L,301.6,310.7,1683,29.7,131,0,No Failure
29432,b1dcada4,L,298.9,310.0,1452,48.9,185,0,No Failure
29433,4eff4d67,M,300.8,310.9,1522,41.7,115,0,No Failure
29434,65f9cf76,L,303.7,312.8,1832,23.6,35,0,No Failure
29435,6e66e862,H,301.3,310.6,1527,44.0,114,0,No Failure
29436,1a506655,L,298.0,309.1,1820,23.6,120,0,No Failure
29437,9ec87ae8,L,301.3,310.5,1365,47.7,70,0,No Failure
29438,b207b106,L,297.5,308.6,1793,26.7,70,0,No Failure
29439,aa5fc46f,L,300.9,310.5,1570,40.1,79,0,No Failure
29440,076fddc8,M,298.1,307.9,1377,55.1,42,0,No Failure
29441,5b66ee5d,M,298.9,309.0,1924,22.6,193,0,No Failure
29442,7d8296ca,L,297.6,308.6,1491,38.1,152,0,No Failure
29443,057e23d1,L,302.6,310.4,1415,52.1,12,0,No Failure
29444,7aa99d0d,L,299.3,309.1,1634,36.8,62,0,No Failure
29445,535734d7,L,302.4,310.2,1445,46.4,125,0,No Failure
29446,533991b8,L,297.9,307.5,1602,38.3,21,0,No Failure
29447,d801eb14,L,302.6,312.1,1499,35.0,215,0,Random Failures
29448,dcff44f4,L,302.4,311.8,1465,40.2,143,0,No Failure
29449,e0c17b8e,M,303.4,311.5,1483,43.0,117,0,No Failure
29450,4aa7ee5a,L,297.7,307.1,1715,30.2,0,0,No Failure
29451,e81939e2,L,299.2,308.5,1515,39.8,141,0,No Failure
29452,f78929f2,L,300.2,311.5,1500,40.8,17,0,No Failure
29453,667226ef,L,301.2,310.7,1551,41.2,82,0,No Failure
29454,ad09bb34,H,297.7,308.3,1488,41.0,101,0,No Failure
29455,90f84654,L,298.3,309.1,1904,20.3,140,0,No Failure
29456,ea45fc79,H,298.9,308.8,1621,32.7,75,0,No Failure
29457,e83320af,M,302.5,312.0,1487,46.1,175,0,No Failure
29458,ec3ad0c5,L,297.4,308.3,1561,38.3,0,0,No Failure
29459,f6ff1439,L,297.5,308.7,1453,37.6,112,0,No Failure
29460,89ad81fd,L,297.6,308.6,1415,47.3,169,0,No Failure
29461,b8516465,L,298.4,309.7,1419,41.3,159,0,No Failure
29462,97428d04,M,298.2,308.7,1269,60.9,163,0,No Failure
29463,d0cd254c,M,298.6,308.3,1589,34.1,174,0,No Failure
29464,f3ab3ad8,L,303.7,312.8,1364,46.3,44,0,No Failure
29465,48e004bd,H,298.9,308.8,1621,32.7,75,0,No Failure
29466,47e585dd,M,299.9,309.2,1539,43.2,132,0,No Failure
29467,dccce3b4,M,300.6,311.0,1401,54.6,94,0,No Failure
29468,be396eb6,L,297.8,308.4,1512,39.9,181,0,No Failure
29469,6c0bb2d7,L,297.3,308.3,1484,43.9,13,0,No Failure
29470,d70189dc,L,296.7,308.0,1451,50.7,197,0,No Failure
29471,7f3302f5,L,297.0,308.1,1489,44.1,96,0,No Failure
29472,372e802b,M,302.0,310.4,1828,26.3,82,0,No Failure
29473,0a8c005f,L,300.0,309.7,1326,61.9,80,0,No Failure
29474,8f1ffd2b,L,299.5,309.1,1357,47.3,106,0,No Failure
29475,08458193,L,300.0,310.1,1762,28.0,202,0,No Failure
29476,d16755ac,L,299.0,310.1,1664,29.7,89,0,No Failure
29477,9847b816,M,297.2,308.5,1604,40.7,158,0,No Failure
29478,c1e80706,L,298.8,310.3,1553,36.8,97,0,No Failure
29479,2fe54f12,H,297.4,309.0,1468,41.4,156,0,No Failure
29480,61cebcf2,M,301.3,310.4,1577,48.3,78,0,No Failure
29481,bf84362b,L,300.8,311.3,1498,40.2,73,0,No Failure
29482,7f4810f9,H,300.6,310.6,1448,44.7,55,0,No Failure
29483,109b4511,L,297.5,308.5,1448,54.3,83,0,No Failure
29484,a4d5f58c,M,297.5,309.4,1831,26.6,105,0,No Failure
29485,552c8230,L,301.1,311.1,1470,40.9,125,0,No Failure
29486,25a0ddc4,M,298.8,309.7,1477,48.5,138,0,No Failure
29487,358ccd73,H,299.2,310.5,1329,48.9,30,0,No Failure
29488,a0db9000,M,296.4,307.5,1684,31.4,72,0,No Failure
29489,2e2765c2,L,297.2,308.3,1419,39.7,115,0,No Failure
29490,141acec5,L,300.5,312.0,1498,42.9,25,0,No Failure
29491,8eef430b,L,298.2,309.0,1491,38.3,121,0,No Failure
29492,df727d93,L,300.4,311.8,1320,57.9,168,0,No Failure
29493,8bd18c92,M,302.3,311.4,1571,32.7,17,0,No Failure
29494,6f5ee083,L,303.3,311.6,1484,44.6,223,0,No Failure
29495,215cd9f6,L,302.7,312.2,1369,51.8,174,0,No Failure
29496,04c65f64,L,301.4,310.8,1362,53.2,4,0,No Failure
29497,6c1f3c29,H,299.2,310.5,1329,48.9,30,0,No Failure
29498,ade484aa,M,300.4,311.3,1350,56.5,31,0,No Failure
29499,19a1df93,L,302.7,310.4,1542,35.7,38,0,No Failure
29500,a121650f,L,299.7,311.1,1650,32.4,60,0,No Failure
29501,3d464e46,L,300.1,311.5,1454,52.4,90,0,No Failure
29502,98e3d0c0,M,299.2,309.0,1541,36.3,104,0,No Failure
29503,062a7bef,H,297.3,308.7,1478,47.6,98,0,No Failure
29504,01a42708,L,298.8,309.6,1442,50.0,104,0,No Failure
29505,827f7fec,M,298.2,309.4,1693,34.4,73,0,No Failure
29506,7ef24c4c,L,302.5,311.2,1227,60.1,167,0,No Failure
29507,d6cbf3cb,L,303.5,312.0,1436,45.1,32,0,No Failure
29508,92ae263b,M,301.2,311.6,1423,48.0,199,0,No Failure
29509,eb13eea0,M,301.3,311.0,1463,50.2,214,0,No Failure
29510,4e93d765,L,303.5,311.6,1577,38.1,112,0,No Failure
29511,96bea115,L,300.7,309.7,1598,33.7,149,0,No Failure
29512,4229bc53,M,300.1,309.6,1501,38.0,157,0,No Failure
29513,23068e00,L,298.3,308.0,1242,62.0,98,0,No Failure
29514,9afe8e32,M,297.4,308.2,1424,53.9,120,0,No Failure
29515,1aa5ef46,M,300.4,310.4,1544,36.3,21,0,No Failure
29516,b0bcacd5,M,297.7,308.9,1530,39.1,108,0,No Failure
29517,19dd67a2,L,300.6,310.8,1533,38.5,117,0,No Failure
29518,1a6dc5f0,L,299.2,309.1,1387,48.7,4,0,No Failure
29519,b52e7384,L,303.0,311.2,1456,44.0,142,0,No Failure
29520,b35beb1a,M,299.5,309.1,1420,49.5,5,0,No Failure
29521,c7ead1ae,M,302.0,311.3,1725,27.7,23,0,No Failure
29522,12e795d8,L,297.9,309.4,1558,35.7,39,0,No Failure
29523,99c3220f,M,300.3,311.7,1551,36.4,84,0,No Failure
29524,c3be0979,L,296.8,307.9,1611,35.4,72,0,No Failure
29525,b5a817fc,L,297.3,308.8,1554,36.1,70,0,No Failure
29526,bc56b4c8,L,298.8,308.5,1444,42.2,83,0,No Failure
29527,5e622f3a,M,303.6,311.9,1617,36.0,95,0,No Failure
29528,b96757b7,M,301.9,309.7,1533,35.9,204,0,No Failure
29529,d075194a,L,298.2,309.1,1569,35.2,199,0,No Failure
29530,9ece7599,L,300.6,309.4,1425,40.3,103,0,No Failure
29531,d963cdaa,M,298.9,310.7,1638,33.6,218,0,No Failure
29532,7b09d669,L,296.8,307.8,1573,36.4,126,0,No Failure
29533,c7fc51b0,M,300.3,311.7,1447,36.8,0,0,No Failure
29534,73ec7559,H,298.4,308.7,1344,52.9,130,0,No Failure
29535,b5067334,L,301.5,310.5,1466,48.1,189,0,No Failure
29536,2c0fb77c,L,301.3,311.2,1675,32.1,12,0,No Failure
29537,571ea545,L,299.9,310.4,1470,50.0,148,0,No Failure
29538,350510f0,M,301.0,310.7,1517,40.2,171,0,No Failure
29539,dee79590,L,298.1,308.3,1301,56.0,63,0,No Failure
29540,74994979,L,297.2,308.1,1662,31.3,0,0,No Failure
29541,2a378fcb,L,299.0,309.0,1469,40.1,13,0,No Failure
29542,cfde049a,H,296.4,307.4,1586,35.5,0,0,No Failure
29543,23d73801,L,297.8,309.2,1683,30.9,163,0,No Failure
29544,884177b1,L,299.1,310.6,1818,24.1,173,0,No Failure
29545,4966c1ab,H,303.3,312.5,1328,49.8,120,0,No Failure
29546,e6553a06,L,297.2,308.7,1669,30.7,72,0,No Failure
29547,a46666a0,L,302.2,311.2,1649,33.2,9,0,No Failure
29548,1df8298f,M,296.7,307.6,1547,34.7,150,0,No Failure
29549,8eacd0fa,M,300.9,311.1,1325,61.4,88,0,No Failure
29550,aa084358,H,300.5,309.4,1502,34.3,40,0,No Failure
29551,261a5416,L,300.8,312.4,1825,23.8,127,0,No Failure
29552,a8f24abc,M,297.6,308.9,1433,43.2,206,0,No Failure
29553,4534ca05,L,297.7,308.8,1354,50.2,103,0,No Failure
29554,b1201d76,L,302.1,311.4,1889,22.7,194,0,No Failure
29555,39ff4f1a,M,296.1,307.2,1619,29.7,17,0,No Failure
29556,48105e6c,L,301.4,310.7,1673,27.8,181,0,No Failure
29557,58269ff4,M,297.7,308.9,1681,28.3,116,0,No Failure
29558,cf7f4406,L,301.4,310.4,1388,45.3,188,0,No Failure
29559,72988c5d,L,300.4,311.3,1639,34.6,24,0,No Failure
29560,179f98d1,L,300.4,309.9,1496,31.8,154,0,No Failure
29561,591db25c,M,301.1,311.1,1615,37.7,153,0,No Failure
29562,c2f162ed,L,297.4,308.4,1371,57.4,52,0,No Failure
29563,b1fdc5a9,L,301.1,311.1,1889,23.8,170,0,No Failure
29564,b5d31179,L,296.6,307.4,1504,45.8,58,0,No Failure
29565,4b86271d,L,297.8,308.8,1579,32.9,70,0,No Failure
29566,e44ee8a6,L,296.3,307.3,1567,31.4,5,0,No Failure
29567,db3b0010,L,303.2,312.5,1518,39.9,146,0,No Failure
